# Simulation 1 (Up to date)
# 543 data points written for 53 variables.
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Propellant mass (oz),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
15.169,2363.3,-108.29,-26.547,251.62,29.011,5576,0.015103,5576,1.5519e-4,227.13,11.699,28.61,-80.583,32.119,9.6164e-4,2.3139e-7,-0.018295,0.0014552,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.22721,5672412,0,7.5674,0.49367,0.49367,0.31481,0.052153,0.12671,1.9514e-4,0.0013495,2.8117e-4,0,0,0,0,-0.0011547,3,7.0686,-25.491,-4.6362e-5,NaN,50.572,929.99,1107.5,0.05,0.16525
15.219,2357.9,-109.61,-26.477,251.67,28.936,5587.3,0.01511,5587.3,1.5495e-4,226.54,11.673,28.61,-80.583,32.119,9.5556e-4,2.3137e-7,-0.018055,-0.002811,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.22725,5674222,0,7.5715,0.49367,0.49367,0.31481,0.052154,0.12671,1.9391e-4,0.0021734,-1.7099e-4,0,0,0,0,-0.0011241,3,7.0686,-25.821,2.0228e-4,NaN,50.591,930.18,1107.5,0.05,0.1656
15.269,2352.4,-110.93,-26.406,251.72,28.86,5598.6,0.015119,5598.6,1.5473e-4,225.96,11.647,28.61,-80.582,32.119,8.1414e-4,2.3135e-7,-0.01652,-0.0077106,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.22729,5676219,0,7.5761,0.49368,0.49368,0.31481,0.052154,0.12672,1.6521e-4,0.0012219,5.3396e-4,0,0,0,0,-9.4079e-4,3,7.0686,-26.149,4.3709e-4,NaN,50.611,930.36,1107.5,0.05,0.16592
15.319,2346.8,-112.25,-26.336,251.79,28.786,5609.9,0.015132,5609.9,1.5454e-4,225.38,11.622,28.61,-80.582,32.119,8.5116e-4,2.3135e-7,-0.017687,-0.0042258,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.22734,5678403,0,7.5812,0.49368,0.49368,0.31481,0.052155,0.12672,1.7272e-4,0.0012974,-2.6581e-4,0,0,0,0,-0.0010778,3,7.0686,-26.477,2.9443e-4,NaN,50.631,930.55,1107.5,0.05,0.16626
15.369,2341.2,-113.57,-26.266,251.86,28.712,5621.2,0.015147,5621.2,1.5439e-4,224.8,11.597,28.61,-80.582,32.119,9.2996e-4,2.3138e-7,-0.017794,0.0034024,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.2274,5680771,0,7.5867,0.49368,0.49368,0.31481,0.052155,0.12672,1.8872e-4,0.0017314,-1.6164e-4,0,0,0,0,-0.0010902,3,7.0686,-26.804,-1.2069e-4,NaN,50.651,930.75,1107.5,0.05,0.16658
15.419,2335.4,-114.88,-26.194,251.94,28.637,5632.4,0.01516,5632.4,1.5422e-4,224.22,11.573,28.61,-80.582,32.119,7.5368e-4,2.3139e-7,-0.016528,0.0072537,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.22747,5683321,0,7.5928,0.49369,0.49369,0.3148,0.052156,0.12673,1.5294e-4,0.0011081,-6.601e-4,0,0,0,0,-9.4003e-4,3,7.0686,-27.129,-2.8123e-4,NaN,50.671,930.94,1107.6,0.05,0.1669
15.469,2329.7,-116.19,-26.124,252.02,28.563,5643.6,0.01517,5643.6,1.5401e-4,223.64,11.549,28.61,-80.582,32.119,8.3695e-4,2.3138e-7,-0.017994,0.0010254,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.22754,5686051,0,7.5994,0.49369,0.49369,0.3148,0.052157,0.12673,1.6984e-4,0.0011545,3.4865e-4,0,0,0,0,-0.0011135,3,7.0686,-27.454,-6.6566e-6,NaN,50.692,931.14,1107.6,0.05,0.16722
15.519,2323.8,-117.49,-26.055,252.12,28.49,5654.8,0.015179,5654.8,1.538e-4,223.06,11.527,28.61,-80.582,32.119,0.001141,2.3135e-7,-0.017433,-0.0042671,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.22762,5688959,0,7.6064,0.4937,0.4937,0.3148,0.052158,0.12674,2.3154e-4,0.0015393,5.4397e-4,0,0,0,0,-0.0010444,3,7.0686,-27.777,3.6114e-4,NaN,50.713,931.34,1107.6,0.05,0.16757
15.569,2317.9,-118.79,-25.984,252.22,28.417,5665.9,0.015192,5665.9,1.5362e-4,222.49,11.504,28.61,-80.582,32.119,0.0011675,2.3132e-7,-0.017439,-0.0039463,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.22771,5692043,0,7.6139,0.4937,0.4937,0.3148,0.052159,0.12674,2.3692e-4,0.0015844,-4.2801e-4,0,0,0,0,-0.0010442,3,7.0686,-28.1,3.6293e-4,NaN,50.734,931.54,1107.6,0.05,0.1679
15.619,2311.9,-120.09,-25.913,252.32,28.342,5677,0.015207,5677,1.5348e-4,221.91,11.481,28.61,-80.582,32.119,0.0010248,2.313e-7,-0.017782,-0.0010537,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.2278,5695301,0,7.6218,0.49371,0.49371,0.3148,0.05216,0.12675,2.0797e-4,0.0015714,3.5857e-4,0,0,0,0,-0.0010848,3,7.0686,-28.421,1.5041e-4,NaN,50.755,931.74,1107.7,0.05,0.16823
15.669,2305.9,-121.38,-25.84,252.44,28.267,5688.1,0.015222,5688.1,1.5333e-4,221.34,11.458,28.61,-80.582,32.119,7.9019e-4,2.3126e-7,-0.016933,0.0053072,67.585,0,5.2558,0.05107,35.259,25.876,3.1278,0.2279,5698732,0,7.6302,0.49371,0.49371,0.3148,0.052161,0.12675,1.6035e-4,0.0013868,-5.9143e-4,0,0,0,0,-9.8275e-4,3,7.0686,-28.741,-1.957e-4,NaN,50.777,931.95,1107.7,0.05,0.16857
15.719,2299.8,-122.67,-25.77,252.56,28.193,5699.1,0.015235,5699.1,1.5317e-4,220.77,11.436,28.61,-80.582,32.119,8.3914e-4,2.3131e-7,-0.017199,0.0042272,67.585,0,5.2558,0.05107,35.259,25.876,3.1278,0.22801,5702333,0,7.6391,0.49372,0.49372,0.3148,0.052162,0.12676,1.7029e-4,0.0013752,1.2862e-4,0,0,0,0,-0.0010129,3,7.0686,-29.06,-1.6811e-4,NaN,50.799,932.15,1107.7,0.05,0.16892
15.769,2293.6,-123.96,-25.7,252.69,28.121,5710.2,0.015246,5710.2,1.5298e-4,220.2,11.415,28.61,-80.582,32.12,0.0011232,2.3126e-7,-0.017647,-4.9825e-5,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.22812,5706101,0,7.6484,0.49372,0.49372,0.31479,0.052163,0.12676,2.2795e-4,0.0016263,-4.1978e-4,0,0,0,0,-0.0010653,3,7.0686,-29.378,5.7093e-5,NaN,50.82,932.36,1107.7,0.05,0.16928
15.819,2287.4,-125.24,-25.629,252.83,28.048,5721.2,0.015257,5721.2,1.5279e-4,219.63,11.395,28.61,-80.582,32.12,0.0013128,2.3125e-7,-0.017283,-0.0031769,67.585,0,5.2558,0.05107,35.259,25.876,3.1277,0.22824,5.71e6,0,7.6582,0.49373,0.49373,0.31479,0.052165,0.12677,2.6642e-4,0.0022317,-8.0778e-5,0,0,0,0,-0.0010206,3,7.0686,-29.695,3.3606e-4,NaN,50.843,932.58,1107.8,0.05,0.16962
15.869,2281.1,-126.52,-25.558,252.97,27.974,5732.1,0.01527,5732.1,1.5264e-4,219.06,11.374,28.61,-80.582,32.12,0.0012675,2.3122e-7,-0.017214,-0.0031126,67.585,0,5.2558,0.05107,35.259,25.876,3.1278,0.22836,5714135,0,7.6684,0.49374,0.49374,0.31479,0.052166,0.12678,2.5722e-4,0.0017343,2.3381e-4,0,0,0,0,-0.0010114,3,7.0686,-30.011,3.3803e-4,NaN,50.865,932.79,1107.8,0.05,0.16996
15.919,2274.8,-127.8,-25.485,253.12,27.9,5743.1,0.015286,5743.1,1.525e-4,218.49,11.353,28.61,-80.582,32.12,0.0010455,2.3126e-7,-0.017416,-4.8251e-4,67.585,0,5.2558,0.05107,35.259,25.876,3.1278,0.22849,5718397,0,7.6791,0.49374,0.49374,0.31479,0.052167,0.12679,2.1218e-4,0.0018768,3.0896e-4,0,0,0,0,-0.001034,3,7.0686,-30.325,1.2103e-4,NaN,50.888,933.01,1107.8,0.05,0.17032
15.969,2268.3,-129.07,-25.412,253.28,27.824,5754,0.015303,5754,1.5238e-4,217.92,11.332,28.61,-80.582,32.12,7.4371e-4,2.3124e-7,-0.015922,0.0068873,67.585,0,5.2558,0.05107,35.259,25.876,3.1278,0.22863,5722818,0,7.6902,0.49375,0.49375,0.31479,0.052169,0.1268,1.5093e-4,0.0011819,-3.3089e-4,0,0,0,0,-8.6316e-4,3,7.0686,-30.638,-2.65e-4,NaN,50.911,933.23,1107.8,0.05,0.17066
16.019,2261.9,-130.34,-25.341,253.44,27.751,5764.9,0.015315,5764.9,1.5222e-4,217.36,11.312,28.61,-80.582,32.12,8.2637e-4,2.3126e-7,-0.015386,0.0079684,67.585,0,5.2558,0.05107,35.259,25.876,3.1278,0.22877,5727398,0,7.7017,0.49376,0.49376,0.31479,0.052171,0.1268,1.677e-4,9.6309e-4,2.2381e-4,0,0,0,0,-8.0498e-4,3,7.0686,-30.95,-3.891e-4,NaN,50.934,933.45,1107.9,0.05,0.17101
16.069,2255.3,-131.61,-25.271,253.61,27.68,5775.7,0.015323,5775.7,1.5201e-4,216.79,11.294,28.61,-80.582,32.12,0.0013381,2.3124e-7,-0.01702,0.0029016,67.585,0,5.2558,0.05107,35.259,25.876,3.1278,0.22892,5732133,0,7.7136,0.49377,0.49377,0.31478,0.052172,0.12681,2.7156e-4,0.0013354,0,0,0,0,0,-9.8373e-4,3,7.0686,-31.262,-2.2917e-4,NaN,50.957,933.67,1107.9,0.05,0.17137
16.119,2248.7,-132.87,-25.202,253.79,27.61,5786.5,0.015329,5786.5,1.5178e-4,216.23,11.277,28.61,-80.582,32.12,0.0018587,2.3127e-7,-0.017105,-0.001727,67.585,0,5.2558,0.05107,35.259,25.876,3.1278,0.22907,5737024,0,7.726,0.49378,0.49378,0.31478,0.052174,0.12682,3.7721e-4,0.0023813,4.0157e-5,0,0,0,0,-9.9223e-4,3,7.0686,-31.572,2.527e-4,NaN,50.981,933.89,1107.9,0.05,0.17171
16.169,2242,-134.13,-25.131,253.97,27.537,5797.3,0.015337,5797.3,1.5157e-4,215.66,11.258,28.61,-80.582,32.12,0.0021162,2.3136e-7,-0.016664,-0.003838,67.585,0,5.2558,0.05107,35.259,25.876,3.1278,0.22923,5742066,0,7.7388,0.49379,0.49379,0.31478,0.052176,0.12683,4.295e-4,0.0018477,3.5542e-4,0,0,0,0,-9.403e-4,3,7.0686,-31.88,6.1741e-4,NaN,51.005,934.12,1107.9,0.05,0.17207
16.219,2235.3,-135.38,-25.058,254.16,27.463,5808.1,0.01535,5808.1,1.5143e-4,215.1,11.24,28.61,-80.582,32.12,0.0019725,2.3137e-7,-0.016765,-0.0028834,67.585,0,5.2558,0.05107,35.259,25.876,3.1278,0.22939,5747259,0,7.752,0.49379,0.49379,0.31478,0.052178,0.12684,4.0033e-4,0.0022499,3.0852e-4,0,0,0,0,-9.5041e-4,3,7.0686,-32.187,4.8018e-4,NaN,51.029,934.35,1108,0.05,0.17239
16.269,2228.5,-136.63,-24.984,254.35,27.387,5818.9,0.015368,5818.9,1.5132e-4,214.54,11.22,28.61,-80.582,32.12,0.0015364,2.3142e-7,-0.016916,7.15e-4,67.585,0,5.2558,0.05107,35.259,25.876,3.1278,0.22956,5752600,0,7.7656,0.4938,0.4938,0.31477,0.05218,0.12685,3.1181e-4,0.0016237,2.4964e-4,0,0,0,0,-9.6608e-4,3,7.0686,-32.493,1.7939e-5,NaN,51.053,934.58,1108,0.05,0.17275
16.319,2221.6,-137.88,-24.909,254.55,27.312,5829.6,0.015385,5829.6,1.5121e-4,213.98,11.201,28.61,-80.582,32.12,0.0011977,2.314e-7,-0.01561,0.0063863,67.585,0,5.2558,0.05107,35.26,25.876,3.1279,0.22974,5758087,0,7.7795,0.49381,0.49381,0.31477,0.052182,0.12686,2.4308e-4,0.0018871,-9.5603e-5,0,0,0,0,-8.2134e-4,3,7.0686,-32.797,-4.6287e-4,NaN,51.077,934.82,1108,0.05,0.1731
16.369,2214.7,-139.12,-24.836,254.76,27.237,5840.2,0.015396,5840.2,1.5104e-4,213.42,11.183,28.61,-80.582,32.12,9.6476e-4,2.3138e-7,-0.015799,0.0057464,67.585,0,5.2558,0.05107,35.26,25.876,3.1279,0.22992,5763719,0,7.7939,0.49382,0.49382,0.31477,0.052184,0.12687,1.958e-4,0.001081,3.2023e-4,0,0,0,0,-8.4003e-4,3,7.0686,-33.1,-3.4519e-4,NaN,51.102,935.05,1108,0.05,0.17347
16.419,2207.7,-140.36,-24.764,254.97,27.165,5850.9,0.015404,5850.9,1.5084e-4,212.86,11.166,28.61,-80.582,32.12,0.0010791,2.314e-7,-0.016755,-3.8197e-4,67.585,0,5.2558,0.05107,35.26,25.876,3.1279,0.23011,5769493,0,7.8087,0.49384,0.49384,0.31477,0.052186,0.12688,2.1902e-4,0.0013677,3.4385e-5,0,0,0,0,-9.4313e-4,3,7.0686,-33.402,6.8305e-5,NaN,51.127,935.29,1108.1,0.05,0.17384
16.469,2200.7,-141.6,-24.693,255.19,27.093,5861.5,0.015411,5861.5,1.5065e-4,212.3,11.15,28.61,-80.582,32.12,0.0015032,2.3139e-7,-0.016527,-0.0023399,67.585,0,5.2558,0.05107,35.26,25.876,3.1279,0.2303,5775408,0,7.8239,0.49385,0.49385,0.31476,0.052188,0.12689,3.051e-4,0.0018045,-4.2948e-4,0,0,0,0,-9.1614e-4,3,7.0686,-33.703,3.0223e-4,NaN,51.152,935.53,1108.1,0.05,0.17448
16.519,2193.5,-142.83,-24.621,255.42,27.021,5872.1,0.015422,5872.1,1.5048e-4,211.75,11.134,28.61,-80.582,32.12,0.0017953,2.3137e-7,-0.016507,-0.0018347,67.585,0,5.2558,0.05107,35.26,25.876,3.1279,0.23049,5781461,0,7.8395,0.49386,0.49386,0.31476,0.05219,0.12691,3.6438e-4,0.0020759,-4.0618e-4,0,0,0,0,-9.1231e-4,3,7.0686,-34.003,3.0185e-4,NaN,51.177,935.77,1108.1,0.05,0.1748
16.569,2186.4,-144.06,-24.548,255.65,26.948,5882.7,0.015435,5882.7,1.5033e-4,211.19,11.117,28.61,-80.582,32.12,0.0018059,2.3143e-7,-0.016516,1.8334e-4,67.585,0,5.2558,0.05107,35.26,25.876,3.1279,0.2307,5787651,0,7.8554,0.49387,0.49387,0.31476,0.052192,0.12692,3.6653e-4,0.0015745,3.9703e-4,0,0,0,0,-9.1161e-4,3,7.0686,-34.301,4.6601e-5,NaN,51.203,936.02,1108.1,0.05,0.17515
16.619,2179.1,-145.29,-24.474,255.88,26.874,5893.3,0.015447,5893.3,1.5018e-4,210.63,11.101,28.61,-80.582,32.12,0.0016998,2.315e-7,-0.016207,0.0027549,67.585,0,5.2558,0.05107,35.26,25.876,3.128,0.2309,5793976,0,7.8717,0.49388,0.49388,0.31475,0.052195,0.12693,3.45e-4,0.0022645,3.5294e-4,0,0,0,0,-8.762e-4,3,7.0686,-34.598,-2.8451e-4,NaN,51.229,936.26,1108.2,0.05,0.17551
16.669,2171.8,-146.51,-24.399,256.12,26.799,5903.8,0.015457,5903.8,1.5001e-4,210.08,11.084,28.61,-80.582,32.12,0.0014605,2.3157e-7,-0.015931,0.0037205,67.585,0,5.2558,0.05107,35.26,25.876,3.128,0.23111,5800434,0,7.8884,0.49389,0.49389,0.31475,0.052197,0.12694,2.9643e-4,0.0015669,-1.4595e-5,0,0,0,0,-8.4509e-4,3,7.0686,-34.893,-3.6446e-4,NaN,51.255,936.51,1108.2,0.05,0.17589
16.719,2164.5,-147.73,-24.325,256.37,26.724,5914.3,0.015462,5914.3,1.4979e-4,209.53,11.067,28.61,-80.582,32.12,0.0011674,2.316e-7,-0.016227,0.0013697,67.585,0,5.2558,0.05107,35.26,25.876,3.1281,0.23133,5807023,0,7.9055,0.4939,0.4939,0.31475,0.0522,0.12696,2.3695e-4,0.0011354,-2.5324e-4,0,0,0,0,-8.7509e-4,3,7.0686,-35.187,-9.535e-5,NaN,51.281,936.76,1108.2,0.05,0.17622
16.769,2157.1,-148.94,-24.25,256.62,26.65,5924.7,0.015467,5924.7,1.4957e-4,208.97,11.051,28.61,-80.581,32.12,0.0011025,2.3159e-7,-0.015442,-0.0049893,67.585,0,5.2558,0.05107,35.26,25.876,3.1281,0.23155,5813740,0,7.9229,0.49392,0.49392,0.31475,0.052202,0.12697,2.2377e-4,0.0012826,-1.4078e-4,0,0,0,0,-7.9087e-4,3,7.0686,-35.48,4.4957e-4,NaN,51.308,937.01,1108.3,0.05,0.17655
16.819,2149.6,-150.15,-24.177,256.88,26.577,5935.2,0.015475,5935.2,1.4939e-4,208.42,11.036,28.61,-80.581,32.12,0.0012962,2.3158e-7,-0.015413,-0.0048904,67.585,0,5.2558,0.05107,35.26,25.876,3.1281,0.23178,5820585,0,7.9407,0.49393,0.49393,0.31474,0.052205,0.12698,2.6309e-4,0.0014947,5.6299e-5,0,0,0,0,-7.8637e-4,3,7.0686,-35.771,5.4525e-4,NaN,51.334,937.27,1108.3,0.05,0.17688
16.869,2142.1,-151.36,-24.105,257.14,26.506,5945.6,0.015489,5945.6,1.4926e-4,207.87,11.022,28.61,-80.581,32.12,0.0016607,2.316e-7,-0.0161,2.4646e-5,67.585,0,5.2558,0.05107,35.26,25.876,3.1281,0.232,5827555,0,7.9588,0.49394,0.49394,0.31474,0.052207,0.127,3.3709e-4,0.0016378,4.5441e-4,0,0,0,0,-8.5626e-4,3,7.0686,-36.062,7.2284e-5,NaN,51.361,937.53,1108.3,0.05,0.17722
16.919,2134.5,-152.56,-24.033,257.4,26.434,5955.9,0.015502,5955.9,1.4913e-4,207.32,11.008,28.61,-80.581,32.12,0.0020785,2.3157e-7,-0.015509,0.0040073,67.585,0,5.2558,0.05107,35.26,25.876,3.1281,0.23224,5834649,0,7.9773,0.49396,0.49396,0.31473,0.05221,0.12701,4.219e-4,0.0023332,2.2764e-5,0,0,0,0,-7.9298e-4,3,7.0686,-36.351,-5.9071e-4,NaN,51.388,937.78,1108.4,0.05,0.17755
16.969,2126.8,-153.76,-23.958,257.67,26.36,5966.3,0.015508,5966.3,1.4893e-4,206.77,10.994,28.61,-80.581,32.12,0.0021244,2.315e-7,-0.015185,0.0047581,67.585,0,5.2558,0.05107,35.26,25.876,3.1281,0.23248,5841863,0,7.9962,0.49397,0.49397,0.31473,0.052213,0.12703,4.3122e-4,0.0017027,3.2598e-4,0,0,0,0,-7.5852e-4,3,7.0686,-36.638,-7.7909e-4,NaN,51.415,938.05,1108.4,0.05,0.17791
17.019,2119.1,-154.96,-23.883,257.95,26.285,5976.6,0.015506,5976.6,1.4865e-4,206.22,10.978,28.61,-80.581,32.12,0.0018166,2.3147e-7,-0.015663,0.0023299,67.585,0,5.2558,0.05107,35.26,25.876,3.1281,0.23272,5849198,0,8.0154,0.49398,0.49398,0.31473,0.052215,0.12704,3.6875e-4,0.0023881,-3.5354e-4,0,0,0,0,-8.0537e-4,3,7.0686,-36.924,-3.5618e-4,NaN,51.443,938.31,1108.4,0.05,0.17827
17.069,2111.3,-156.15,-23.807,258.23,26.21,5986.9,0.015502,5986.9,1.4835e-4,205.67,10.963,28.61,-80.581,32.12,0.0015078,2.3156e-7,-0.015397,-0.0033385,67.585,0,5.2558,0.05107,35.26,25.876,3.1282,0.23297,5856650,0,8.0349,0.494,0.494,0.31472,0.052218,0.12706,3.0607e-4,0.001969,-2.1597e-4,0,0,0,0,-7.7656e-4,3,7.0686,-37.208,3.8355e-4,NaN,51.471,938.57,1108.4,0.05,0.17859
17.119,2103.5,-157.34,-23.731,258.52,26.134,5997.2,0.015501,5997.2,1.4809e-4,205.12,10.948,28.61,-80.581,32.12,0.0013326,2.3158e-7,-0.013868,-0.0073264,67.585,0,5.2558,0.05107,35.261,25.876,3.1282,0.23322,5864219,0,8.0548,0.49401,0.49401,0.31472,0.052221,0.12707,2.705e-4,0.0012335,4.7976e-4,0,0,0,0,-6.2859e-4,3,7.0686,-37.491,8.0251e-4,NaN,51.499,938.84,1108.5,0.05,0.17892
17.169,2095.6,-158.52,-23.656,258.81,26.061,6007.4,0.015508,6007.4,1.4791e-4,204.58,10.934,28.61,-80.581,32.12,0.0013061,2.3158e-7,-0.015369,-0.0028497,67.585,0,5.2558,0.05107,35.261,25.876,3.1283,0.23347,5871901,0,8.0749,0.49403,0.49403,0.31472,0.052224,0.12709,2.6513e-4,0.0019839,5.0446e-4,0,0,0,0,-7.703e-4,3,7.0686,-37.773,3.5261e-4,NaN,51.527,939.11,1108.5,0.05,0.17923
17.219,2087.6,-159.7,-23.583,259.1,25.989,6017.6,0.015517,6017.6,1.4775e-4,204.03,10.921,28.61,-80.581,32.12,0.0016734,2.3161e-7,-0.015017,0.0040819,67.585,0,5.2558,0.05107,35.261,25.876,3.1282,0.23373,5879696,0,8.0955,0.49404,0.49404,0.31471,0.052227,0.1271,3.397e-4,0.0020821,-1.7606e-4,0,0,0,0,-7.3375e-4,3,7.0686,-38.054,-5.1585e-4,NaN,51.555,939.38,1108.5,0.05,0.17955
17.269,2079.6,-160.88,-23.509,259.4,25.917,6027.8,0.015522,6027.8,1.4754e-4,203.48,10.909,28.61,-80.581,32.12,0.0020771,2.3166e-7,-0.014474,0.0054953,67.585,0,5.2558,0.05107,35.261,25.876,3.1282,0.234,5887601,0,8.1163,0.49406,0.49406,0.31471,0.05223,0.12712,4.2166e-4,0.002225,-3.5194e-4,0,0,0,0,-6.8e-4,3,7.0686,-38.333,-9.425e-4,NaN,51.584,939.65,1108.6,0.05,0.17991
17.319,2071.5,-162.06,-23.434,259.7,25.843,6038,0.015517,6038,1.4724e-4,202.94,10.896,28.61,-80.581,32.12,0.0020966,2.3168e-7,-0.015138,0.0027637,67.585,0,5.2558,0.05107,35.261,25.876,3.1283,0.23426,5895615,0,8.1375,0.49407,0.49407,0.31471,0.052233,0.12713,4.2561e-4,0.0022167,4.5854e-4,0,0,0,0,-7.4215e-4,3,7.0686,-38.611,-5.2483e-4,NaN,51.613,939.93,1108.6,0.05,0.18025
17.369,2063.4,-163.22,-23.358,260.01,25.769,6048.1,0.015507,6048.1,1.469e-4,202.39,10.882,28.61,-80.581,32.12,0.0019664,2.3167e-7,-0.015294,-6.0094e-4,67.585,0,5.2558,0.05107,35.261,25.876,3.1283,0.23453,5903736,0,8.159,0.49409,0.49409,0.3147,0.052236,0.12715,3.9919e-4,0.001925,-2.9243e-5,0,0,0,0,-7.5568e-4,3,7.0686,-38.887,4.4651e-5,NaN,51.642,940.2,1108.6,0.05,0.18063
17.419,2055.2,-164.39,-23.282,260.32,25.694,6058.2,0.015498,6058.2,1.4657e-4,201.85,10.868,28.61,-80.581,32.12,0.0018882,2.3167e-7,-0.014984,-0.0027159,67.585,0,5.2558,0.05107,35.261,25.876,3.1283,0.23481,5911962,0,8.1808,0.4941,0.4941,0.3147,0.052239,0.12717,3.8332e-4,0.0019077,3.7024e-4,0,0,0,0,-7.2361e-4,3,7.0686,-39.162,3.9571e-4,NaN,51.671,940.48,1108.7,0.05,0.18097
17.469,2047,-165.55,-23.206,260.64,25.619,6068.3,0.015493,6068.3,1.4628e-4,201.31,10.855,28.61,-80.581,32.12,0.0018193,2.3173e-7,-0.014949,-0.0024812,67.585,0,5.2558,0.05107,35.261,25.876,3.1284,0.23509,5920291,0,8.2029,0.49412,0.49412,0.31469,0.052243,0.12718,3.6933e-4,0.0015007,2.1087e-4,0,0,0,0,-7.1851e-4,3,7.0686,-39.435,3.7231e-4,NaN,51.7,940.76,1108.7,0.05,0.18134
17.519,2038.7,-166.71,-23.13,260.96,25.545,6078.4,0.015493,6078.4,1.4604e-4,200.77,10.842,28.61,-80.581,32.12,0.0018249,2.3174e-7,-0.01501,-0.0014065,67.585,0,5.2558,0.05107,35.261,25.876,3.1284,0.23537,5928722,0,8.2253,0.49414,0.49414,0.31469,0.052246,0.1272,3.7047e-4,0.0020697,2.6356e-4,0,0,0,0,-7.2264e-4,3,7.0686,-39.707,2.2513e-4,NaN,51.73,941.05,1108.7,0.05,0.1817
17.569,2030.3,-167.87,-23.054,261.28,25.471,6088.4,0.015494,6088.4,1.4581e-4,200.22,10.829,28.61,-80.581,32.12,0.0018151,2.3177e-7,-0.014999,3.7259e-4,67.585,0,5.2558,0.05107,35.261,25.876,3.1284,0.23565,5937253,0,8.248,0.49415,0.49415,0.31468,0.052249,0.12722,3.6849e-4,0.001384,2.0821e-4,0,0,0,0,-7.198e-4,3,7.0686,-39.978,-4.9658e-5,NaN,51.76,941.33,1108.8,0.05,0.18204
17.619,2021.9,-169.02,-22.978,261.61,25.397,6098.4,0.015495,6098.4,1.4558e-4,199.68,10.817,28.61,-80.581,32.12,0.0018196,2.3169e-7,-0.014843,0.0014468,67.585,0,5.2558,0.05107,35.261,25.876,3.1285,0.23594,5945882,0,8.271,0.49417,0.49417,0.31468,0.052252,0.12724,3.6941e-4,0.0021533,1.4098e-5,0,0,0,0,-7.0309e-4,3,7.0686,-40.247,-2.3307e-4,NaN,51.79,941.62,1108.8,0.05,0.18238
17.669,2013.4,-170.16,-22.901,261.94,25.321,6108.4,0.015494,6108.4,1.4533e-4,199.14,10.803,28.61,-80.581,32.12,0.0015606,2.3171e-7,-0.014777,0.0011615,67.585,0,5.2558,0.05107,35.261,25.876,3.1285,0.23623,5954607,0,8.2943,0.49419,0.49419,0.31468,0.052256,0.12725,3.1683e-4,0.0019332,-2.8008e-5,0,0,0,0,-6.9514e-4,3,7.0686,-40.515,-1.7409e-4,NaN,51.82,941.91,1108.8,0.05,0.18272
17.719,2004.8,-171.31,-22.822,262.28,25.244,6118.3,0.015491,6118.3,1.4507e-4,198.6,10.789,28.61,-80.581,32.12,0.0011242,2.3175e-7,-0.014735,-2.2222e-4,67.585,0,5.2558,0.05107,35.262,25.876,3.1286,0.23653,5963427,0,8.3179,0.4942,0.4942,0.31467,0.052259,0.12727,2.2824e-4,0.0015933,4.3088e-4,0,0,0,0,-6.8946e-4,3,7.0686,-40.781,5.8326e-6,NaN,51.85,942.2,1108.9,0.05,0.18304
